action_id,queue_rank,required_benchmark_id,required_target_id,scope,field_name,evidence_class,action_status,source_status,source_path,expected_filename,dropzone_folder,patch_preview_csv,quality_status,quality_blocker,verify_command,next_action
strict_blind_evidence_060,10,hist_REQUIRED_MONOMER_010,REQUIRED_MONOMER_010,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/10_hist_required_monomer_010/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/10_hist_required_monomer_010,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/10_hist_required_monomer_010/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/10_hist_required_monomer_010/calibration/calibration_values.json
strict_blind_evidence_061,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/prediction/replacement_prediction.pdb
strict_blind_evidence_062,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/native/replacement_native.pdb
strict_blind_evidence_063,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/authority/native_authority.md
strict_blind_evidence_064,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/no_leak/no_leak_evidence.md
strict_blind_evidence_065,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/ablation/ablation_manifest.json
strict_blind_evidence_066,11,hist_REQUIRED_MONOMER_011,REQUIRED_MONOMER_011,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/11_hist_required_monomer_011/calibration/calibration_values.json
strict_blind_evidence_067,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/prediction/replacement_prediction.pdb
strict_blind_evidence_068,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/native/replacement_native.pdb
strict_blind_evidence_069,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/authority/native_authority.md
strict_blind_evidence_070,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/no_leak/no_leak_evidence.md
strict_blind_evidence_071,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/ablation/ablation_manifest.json
strict_blind_evidence_072,12,hist_REQUIRED_MONOMER_012,REQUIRED_MONOMER_012,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/12_hist_required_monomer_012/calibration/calibration_values.json
strict_blind_evidence_073,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/prediction/replacement_prediction.pdb
strict_blind_evidence_074,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/native/replacement_native.pdb
strict_blind_evidence_075,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/authority/native_authority.md
strict_blind_evidence_076,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/no_leak/no_leak_evidence.md
strict_blind_evidence_077,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/ablation/ablation_manifest.json
strict_blind_evidence_078,13,hist_REQUIRED_MONOMER_013,REQUIRED_MONOMER_013,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/13_hist_required_monomer_013/calibration/calibration_values.json
strict_blind_evidence_079,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/prediction/replacement_prediction.pdb
strict_blind_evidence_080,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/native/replacement_native.pdb
strict_blind_evidence_081,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/authority/native_authority.md
strict_blind_evidence_082,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/no_leak/no_leak_evidence.md
strict_blind_evidence_083,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/ablation/ablation_manifest.json
strict_blind_evidence_084,14,hist_REQUIRED_MONOMER_014,REQUIRED_MONOMER_014,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/14_hist_required_monomer_014/calibration/calibration_values.json
strict_blind_evidence_085,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/prediction/replacement_prediction.pdb
strict_blind_evidence_086,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/native/replacement_native.pdb
strict_blind_evidence_087,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/authority/native_authority.md
strict_blind_evidence_088,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/no_leak/no_leak_evidence.md
strict_blind_evidence_089,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/ablation/ablation_manifest.json
strict_blind_evidence_090,15,hist_REQUIRED_MONOMER_015,REQUIRED_MONOMER_015,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/15_hist_required_monomer_015/calibration/calibration_values.json
strict_blind_evidence_091,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/prediction/replacement_prediction.pdb
strict_blind_evidence_092,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,native_pdb,native,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/native/replacement_native.pdb,replacement_native.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/native/replacement_native.pdb
strict_blind_evidence_093,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,native_authority_ref,authority,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/authority/native_authority.md,native_authority.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place native_authority_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/authority/native_authority.md
strict_blind_evidence_094,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,no_leak_evidence_ref,no_leak,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/no_leak/no_leak_evidence.md,no_leak_evidence.md,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place no_leak_evidence_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/no_leak/no_leak_evidence.md
strict_blind_evidence_095,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,ablation_manifest_ref,ablation,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/ablation/ablation_manifest.json,ablation_manifest.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place ablation_manifest_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/ablation/ablation_manifest.json
strict_blind_evidence_096,16,hist_REQUIRED_MONOMER_016,REQUIRED_MONOMER_016,monomer,calibration_values_ref,calibration,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/calibration/calibration_values.json,calibration_values.json,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place calibration_values_ref evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/16_hist_required_monomer_016/calibration/calibration_values.json
strict_blind_evidence_097,17,hist_REQUIRED_MONOMER_017,REQUIRED_MONOMER_017,monomer,prediction_pdb,prediction,open_missing_file,missing,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/17_hist_required_monomer_017/prediction/replacement_prediction.pdb,replacement_prediction.pdb,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/17_hist_required_monomer_017,casp17/historical_seed_strict_blind_replacement_evidence_dropzones/17_hist_required_monomer_017/replacement_intake_patch_preview.csv,awaiting_evidence_files,file_missing,python3 tools/build_casp17_historical_seed_strict_blind_replacement_evidence_quality_audit.py,place prediction_pdb evidence at casp17/historical_seed_strict_blind_replacement_evidence_dropzones/17_hist_required_monomer_017/prediction/replacement_prediction.pdb
