queue_rank,required_benchmark_id,required_target_id,scope,metric_profile,template_status,preflight_status,filled_field_count,missing_field_count,required_field_count,replacement_target_id,replacement_benchmark_id,prediction_pdb,native_pdb,no_leak_evidence_ref,ablation_manifest_ref,calibration_values_ref,intake_csv,preflight_csv,preflight_md,blockers,next_action
22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,"TM,GDT_TS,CA_lDDT",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/22_hist_required_monomer_022/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/22_hist_required_monomer_022/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/22_hist_required_monomer_022/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,"TM,GDT_TS,CA_lDDT",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/23_hist_required_monomer_023/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/23_hist_required_monomer_023/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/23_hist_required_monomer_023/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,"TM,GDT_TS,CA_lDDT",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/24_hist_required_monomer_024/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/24_hist_required_monomer_024/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/24_hist_required_monomer_024/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,"TM,GDT_TS,CA_lDDT",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/25_hist_required_monomer_025/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/25_hist_required_monomer_025/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/25_hist_required_monomer_025/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/26_hist_required_complex_001/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/26_hist_required_complex_001/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/26_hist_required_complex_001/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/27_hist_required_complex_002/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/27_hist_required_complex_002/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/27_hist_required_complex_002/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/28_hist_required_complex_003/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/28_hist_required_complex_003/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/28_hist_required_complex_003/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/29_hist_required_complex_004/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/29_hist_required_complex_004/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/29_hist_required_complex_004/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/30_hist_required_complex_005/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/30_hist_required_complex_005/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/30_hist_required_complex_005/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/31_hist_required_complex_006/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/31_hist_required_complex_006/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/31_hist_required_complex_006/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/32_hist_required_complex_007/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/32_hist_required_complex_007/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/32_hist_required_complex_007/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/33_hist_required_complex_008/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/33_hist_required_complex_008/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/33_hist_required_complex_008/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/34_hist_required_complex_009/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/34_hist_required_complex_009/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/34_hist_required_complex_009/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/35_hist_required_complex_010/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/35_hist_required_complex_010/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/35_hist_required_complex_010/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/36_hist_required_complex_011/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/36_hist_required_complex_011/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/36_hist_required_complex_011/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/37_hist_required_complex_012/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/37_hist_required_complex_012/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/37_hist_required_complex_012/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/38_hist_required_complex_013/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/38_hist_required_complex_013/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/38_hist_required_complex_013/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/39_hist_required_complex_014/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/39_hist_required_complex_014/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/39_hist_required_complex_014/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
40,hist_REQUIRED_COMPLEX_015,REQUIRED_COMPLEX_015,complex,"TM,interface_F1,DockQ,QSbest,IPS",created,awaiting_operator_input,0,16,16,REQUIRED_CLOSED_HISTORICAL_TARGET_ID,REQUIRED_REPLACEMENT_BENCHMARK_ID,REQUIRED_LOCAL_PREDICTION_PDB,REQUIRED_LOCAL_NATIVE_PDB,REQUIRED_LOCAL_NO_LEAK_EVIDENCE_REF,REQUIRED_LOCAL_ABLATION_MANIFEST_REF,REQUIRED_LOCAL_CALIBRATION_VALUES_REF,casp17/historical_seed_strict_blind_replacement_intake/40_hist_required_complex_015/replacement_candidate_intake.csv,casp17/historical_seed_strict_blind_replacement_intake/40_hist_required_complex_015/replacement_candidate_preflight.csv,casp17/historical_seed_strict_blind_replacement_intake/40_hist_required_complex_015/PREFLIGHT.md,"replacement_target_id_required,replacement_benchmark_id_required,target_identity_non_current_historical_required,prediction_pdb_required,native_pdb_required,native_authority_ref_required,prediction_created_at_required,native_release_date_required,prediction_generated_before_native_release_required,no_leak_evidence_ref_required,public_template_or_native_used_for_prediction_required,other_team_model_used_required,post_release_information_used_required,ablation_manifest_ref_required,calibration_values_ref_required,operator_clearance_required","fill replacement_candidate_intake.csv with strict-blind evidence, then rerun intake preflight"
