action_id,candidate_rank,target_id,benchmark_id,scope,repair_class,blocker,priority,field_name,target_dropzone_field,action_status,candidate_status,candidate_folder,repair_folder,evidence_pointer,next_action
first_slot_repair_045,17,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,hist_seed_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,complex,no_leak,no_leak_not_ready,2,no_leak_evidence_ref,no_leak_evidence_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/no_leak_not_ready,,"complete independent no-leak evidence, negative controls, and operator clearance"
first_slot_repair_046,1,HIST_BBA5,hist_seed_bba5,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/01_hist_bba5,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/01_hist_bba5/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/01_hist_bba5_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_047,2,HIST_CHIGNOLIN,hist_seed_chignolin,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/02_hist_chignolin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/02_hist_chignolin/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/02_hist_chignolin_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_048,3,HIST_CRAMBIN,hist_seed_crambin,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/03_hist_crambin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/03_hist_crambin/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/03_hist_crambin_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_049,4,HIST_FSD_1,hist_seed_fsd_1,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/04_hist_fsd_1,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/04_hist_fsd_1/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/04_hist_fsd_1_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_050,5,HIST_GB1_MINI,hist_seed_gb1_mini,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/05_hist_gb1_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/05_hist_gb1_mini/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/05_hist_gb1_mini_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_051,6,HIST_PROTEIN_A_BDOMAIN,hist_seed_protein_a_bdomain,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/06_hist_protein_a_bdomain,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/06_hist_protein_a_bdomain/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/06_hist_protein_a_bdomain_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_052,7,HIST_TRP_CAGE,hist_seed_trp_cage,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/07_hist_trp_cage,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/07_hist_trp_cage/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/07_hist_trp_cage_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_053,8,HIST_UBIQUITIN_MINI,hist_seed_ubiquitin_mini,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/08_hist_ubiquitin_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/08_hist_ubiquitin_mini/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/08_hist_ubiquitin_mini_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_054,9,HIST_VILLIN_HP35,hist_seed_villin_hp35,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/09_hist_villin_hp35,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/09_hist_villin_hp35/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/09_hist_villin_hp35_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_055,10,HIST_WW_DOMAIN_FIP35,hist_seed_ww_domain_fip35,monomer,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/10_hist_ww_domain_fip35,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/10_hist_ww_domain_fip35/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/10_hist_ww_domain_fip35_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_056,11,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,hist_seed_01_tcruzi_pde_external_pdeb1_010_chembl4453005,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_057,12,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_058,13,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,hist_seed_03_tcruzi_pde_external_pdeb1_025_chembl4441871,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_059,14,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,hist_seed_04_tcruzi_pde_external_pdeb1_032_chembl4445930,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_060,15,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,hist_seed_05_tcruzi_pde_external_pdeb1_007_chembl3764370,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/ablation_not_ready,casp17/historical_seed_ablation_candidate_manifests/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370_ablation_candidates.csv,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_061,16,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,hist_seed_06_tcruzi_pde_external_pdeb1_017_chembl3765606,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/16_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/16_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/ablation_not_ready,,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_062,17,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,hist_seed_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,complex,ablation,ablation_not_ready,3,ablation_manifest_ref,ablation_manifest_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/ablation_not_ready,,attach same-run ablation layer evidence; deterministic top5 decoys remain review-only
first_slot_repair_063,1,HIST_BBA5,hist_seed_bba5,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/01_hist_bba5,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/01_hist_bba5/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/01_hist_bba5_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_064,2,HIST_CHIGNOLIN,hist_seed_chignolin,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/02_hist_chignolin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/02_hist_chignolin/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/02_hist_chignolin_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_065,3,HIST_CRAMBIN,hist_seed_crambin,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/03_hist_crambin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/03_hist_crambin/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/03_hist_crambin_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_066,4,HIST_FSD_1,hist_seed_fsd_1,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/04_hist_fsd_1,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/04_hist_fsd_1/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/04_hist_fsd_1_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_067,5,HIST_GB1_MINI,hist_seed_gb1_mini,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/05_hist_gb1_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/05_hist_gb1_mini/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/05_hist_gb1_mini_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_068,6,HIST_PROTEIN_A_BDOMAIN,hist_seed_protein_a_bdomain,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/06_hist_protein_a_bdomain,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/06_hist_protein_a_bdomain/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/06_hist_protein_a_bdomain_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_069,7,HIST_TRP_CAGE,hist_seed_trp_cage,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/07_hist_trp_cage,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/07_hist_trp_cage/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/07_hist_trp_cage_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_070,8,HIST_UBIQUITIN_MINI,hist_seed_ubiquitin_mini,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/08_hist_ubiquitin_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/08_hist_ubiquitin_mini/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/08_hist_ubiquitin_mini_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_071,9,HIST_VILLIN_HP35,hist_seed_villin_hp35,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/09_hist_villin_hp35,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/09_hist_villin_hp35/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/09_hist_villin_hp35_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_072,10,HIST_WW_DOMAIN_FIP35,hist_seed_ww_domain_fip35,monomer,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/10_hist_ww_domain_fip35,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/10_hist_ww_domain_fip35/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/10_hist_ww_domain_fip35_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_073,11,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,hist_seed_01_tcruzi_pde_external_pdeb1_010_chembl4453005,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/11_hist_complex_01_tcruzi_pde_external_pdeb1_010_chembl4453005_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_074,12,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,hist_seed_02_tcruzi_pde_external_pdeb1_043_chembl2171451,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/12_hist_complex_02_tcruzi_pde_external_pdeb1_043_chembl2171451_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_075,13,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,hist_seed_03_tcruzi_pde_external_pdeb1_025_chembl4441871,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/13_hist_complex_03_tcruzi_pde_external_pdeb1_025_chembl4441871_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_076,14,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,hist_seed_04_tcruzi_pde_external_pdeb1_032_chembl4445930,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/14_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_077,15,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,hist_seed_05_tcruzi_pde_external_pdeb1_007_chembl3764370,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/calibration_not_ready,casp17/historical_seed_calibration_candidate_ledgers/15_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370_calibration_candidates.csv,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_078,16,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,hist_seed_06_tcruzi_pde_external_pdeb1_017_chembl3765606,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/16_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/16_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/calibration_not_ready,,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_079,17,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,hist_seed_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,complex,calibration,calibration_not_ready,4,calibration_values_ref,calibration_values_ref,open_repair_action,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/17_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/calibration_not_ready,,operator-fill calibration values after no-leak provenance clearance
first_slot_repair_080,1,HIST_BBA5,hist_seed_bba5,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/01_hist_bba5,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/01_hist_bba5/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/01_hist_bba5,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_081,2,HIST_CHIGNOLIN,hist_seed_chignolin,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/02_hist_chignolin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/02_hist_chignolin/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/02_hist_chignolin,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_082,3,HIST_CRAMBIN,hist_seed_crambin,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/03_hist_crambin,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/03_hist_crambin/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/03_hist_crambin,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_083,4,HIST_FSD_1,hist_seed_fsd_1,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/04_hist_fsd_1,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/04_hist_fsd_1/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/04_hist_fsd_1,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_084,5,HIST_GB1_MINI,hist_seed_gb1_mini,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/05_hist_gb1_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/05_hist_gb1_mini/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/05_hist_gb1_mini,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_085,6,HIST_PROTEIN_A_BDOMAIN,hist_seed_protein_a_bdomain,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/06_hist_protein_a_bdomain,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/06_hist_protein_a_bdomain/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/06_hist_protein_a_bdomain,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_086,7,HIST_TRP_CAGE,hist_seed_trp_cage,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/07_hist_trp_cage,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/07_hist_trp_cage/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/07_hist_trp_cage,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_087,8,HIST_UBIQUITIN_MINI,hist_seed_ubiquitin_mini,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/08_hist_ubiquitin_mini,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/08_hist_ubiquitin_mini/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/08_hist_ubiquitin_mini,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
first_slot_repair_088,9,HIST_VILLIN_HP35,hist_seed_villin_hp35,monomer,eligibility,strict_blind_not_eligible,5,target_identity_non_current_historical,target_identity_non_current_historical,blocked_waiting_on_primary_repairs,blocked_chronology_not_strict_blind,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/09_hist_villin_hp35,casp17/historical_seed_strict_blind_replacement_first_slot_candidate_repair_board/09_hist_villin_hp35/strict_blind_not_eligible,casp17/historical_seed_strict_blind_replacement_first_slot_local_candidate_board/09_hist_villin_hp35,"promote only after chronology, no-leak, ablation, and calibration blockers are cleared"
