action_rank,candidate_rank,candidate_id,target_id,ligand_id,ligand_source_dataset,action_id,action_type,action_status,required_artifact,current_evidence,blocks,recommended_owner,action_folder,action_md,next_action
30,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_030,no_leak_provenance,open_operator_evidence_required,independent no-leak provenance dossier and negative controls,"direct_tcruzi_pde_evidence_absent_homolog_seed_only,direct_tcruzi_pde_evidence_absent,homolog_seed_only,strict_blind_not_eligible,competitive_proof_not_allowed,operator_no_leak_chronology_native_authority_required","strict_blind_promotion,metric_surface",operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/030_no_leak_provenance,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/030_no_leak_provenance/ACTION.md,attach independent no-leak evidence and operator clearance for this ligand candidate
31,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_031,prediction_chronology,open_operator_evidence_required,"prediction_created_at, native_release_date, before-native confirmation",strict_blind_replacement_or_authority_required,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/031_prediction_chronology,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/031_prediction_chronology/ACTION.md,prove prediction chronology is before native/source release or keep candidate retrospective-only
32,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_032,ligand_pose_reference,open_operator_evidence_required,ligand pose/native interaction reference suitable for ligand metrics,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/04_tcruzi_pde_external_pdeb1_032_chembl4445930/protein_ligand_complex.pdb,"LDDT-PLI,BiSyRMSD",operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/032_ligand_pose_reference,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/032_ligand_pose_reference/ACTION.md,"attach a metric-valid ligand pose reference, including receptor/ligand chain and residue mapping"
33,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_033,affinity_numeric_label,open_numeric_value_required,numeric affinity label with units and assay provenance,Ki,Kendall_tau_affinity,operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/033_affinity_numeric_label,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/033_affinity_numeric_label/ACTION.md,"attach numeric Ki/IC50/Kd value, units, assay reference, censoring flag, and transform rule"
34,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_034,lddt_pli_metric_inputs,open_metric_input_required,native and prediction receptor-ligand interaction maps for LDDT-PLI,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",LDDT-PLI,operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/034_lddt_pli_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/034_lddt_pli_metric_inputs/ACTION.md,prepare LDDT-PLI input JSON after direct authority and no-leak evidence clear
35,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_035,bisyrmsd_metric_inputs,open_metric_input_required,binding-site superposition and symmetry-corrected ligand pose RMSD inputs,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",BiSyRMSD,operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/035_bisyrmsd_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/035_bisyrmsd_metric_inputs/ACTION.md,prepare BiSyRMSD input JSON after ligand pose reference is approved
36,4,organic_ligand_slot_candidate_004,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,tcruzi_pde_external_pdeb1_032_chembl4445930,ChEMBL,organic_ligand_promotion_action_036,strict_blind_slot_mapping,open_slot_mapping_required,organic ligand strict-blind benchmark slot id and metric-surface row mapping,blocked_homolog_source_no_leak_and_chronology_required,"metric_surface_contract,competitive_floor",operator,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/036_strict_blind_slot_mapping,casp17/organic_ligand_slot_promotion_action_board/04_hist_complex_04_tcruzi_pde_external_pdeb1_032_chembl4445930/036_strict_blind_slot_mapping/ACTION.md,map only cleared candidates into organic ligand strict-blind slots; do not use homolog-only candidates
37,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_037,reference_file_preflight,reference_files_present_review_only,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/protein_ligand_complex.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/protein_ligand_complex_minimized.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/ligand.mol2;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/ligand_template.xml,casp17/organic_ligand_slot_candidate_packet/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/CANDIDATE.md,candidate_core_files,operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/037_reference_file_preflight,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/037_reference_file_preflight/ACTION.md,"local reference/prediction/ligand files are present, but proof authority is still blocked"
38,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_038,direct_native_or_source_authority,open_operator_evidence_required,direct experimental native/source authority for the same receptor-ligand system,rcsb:3V94;chain:B;doi:10.2210/pdb3v94/pdb;chembl_molecule:CHEMBL3764370;chembl_target:CHEMBL2010636;chembl_document:CHEMBL3763060;chembl_assay:CHEMBL3769086;source_scope:tbrpdeb1_lmjpdeb1_homolog_activity;local_reference:runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/protein_ligand_complex.pdb,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/038_direct_native_or_source_authority,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/038_direct_native_or_source_authority/ACTION.md,attach direct non-homolog native/source authority or explicitly replace this candidate
39,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_039,no_leak_provenance,open_operator_evidence_required,independent no-leak provenance dossier and negative controls,"direct_tcruzi_pde_evidence_absent_homolog_seed_only,direct_tcruzi_pde_evidence_absent,homolog_seed_only,strict_blind_not_eligible,competitive_proof_not_allowed,operator_no_leak_chronology_native_authority_required","strict_blind_promotion,metric_surface",operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/039_no_leak_provenance,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/039_no_leak_provenance/ACTION.md,attach independent no-leak evidence and operator clearance for this ligand candidate
40,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_040,prediction_chronology,open_operator_evidence_required,"prediction_created_at, native_release_date, before-native confirmation",strict_blind_replacement_or_authority_required,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/040_prediction_chronology,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/040_prediction_chronology/ACTION.md,prove prediction chronology is before native/source release or keep candidate retrospective-only
41,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_041,ligand_pose_reference,open_operator_evidence_required,ligand pose/native interaction reference suitable for ligand metrics,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/05_tcruzi_pde_external_pdeb1_007_chembl3764370/protein_ligand_complex.pdb,"LDDT-PLI,BiSyRMSD",operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/041_ligand_pose_reference,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/041_ligand_pose_reference/ACTION.md,"attach a metric-valid ligand pose reference, including receptor/ligand chain and residue mapping"
42,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_042,affinity_numeric_label,open_numeric_value_required,numeric affinity label with units and assay provenance,IC50,Kendall_tau_affinity,operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/042_affinity_numeric_label,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/042_affinity_numeric_label/ACTION.md,"attach numeric Ki/IC50/Kd value, units, assay reference, censoring flag, and transform rule"
43,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_043,lddt_pli_metric_inputs,open_metric_input_required,native and prediction receptor-ligand interaction maps for LDDT-PLI,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",LDDT-PLI,operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/043_lddt_pli_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/043_lddt_pli_metric_inputs/ACTION.md,prepare LDDT-PLI input JSON after direct authority and no-leak evidence clear
44,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_044,bisyrmsd_metric_inputs,open_metric_input_required,binding-site superposition and symmetry-corrected ligand pose RMSD inputs,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",BiSyRMSD,operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/044_bisyrmsd_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/044_bisyrmsd_metric_inputs/ACTION.md,prepare BiSyRMSD input JSON after ligand pose reference is approved
45,5,organic_ligand_slot_candidate_005,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,tcruzi_pde_external_pdeb1_007_chembl3764370,ChEMBL,organic_ligand_promotion_action_045,strict_blind_slot_mapping,open_slot_mapping_required,organic ligand strict-blind benchmark slot id and metric-surface row mapping,blocked_homolog_source_no_leak_and_chronology_required,"metric_surface_contract,competitive_floor",operator,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/045_strict_blind_slot_mapping,casp17/organic_ligand_slot_promotion_action_board/05_hist_complex_05_tcruzi_pde_external_pdeb1_007_chembl3764370/045_strict_blind_slot_mapping/ACTION.md,map only cleared candidates into organic ligand strict-blind slots; do not use homolog-only candidates
46,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_046,reference_file_preflight,reference_files_present_review_only,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/protein_ligand_complex.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/protein_ligand_complex_minimized.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/ligand.mol2;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/ligand_template.xml,casp17/organic_ligand_slot_candidate_packet/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/CANDIDATE.md,candidate_core_files,operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/046_reference_file_preflight,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/046_reference_file_preflight/ACTION.md,"local reference/prediction/ligand files are present, but proof authority is still blocked"
47,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_047,direct_native_or_source_authority,open_operator_evidence_required,direct experimental native/source authority for the same receptor-ligand system,rcsb:3V94;chain:B;doi:10.2210/pdb3v94/pdb;chembl_molecule:CHEMBL3765606;chembl_target:CHEMBL2010636;chembl_document:CHEMBL3763060;chembl_assay:CHEMBL3769086;source_scope:tbrpdeb1_lmjpdeb1_homolog_activity;local_reference:runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/protein_ligand_complex.pdb,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/047_direct_native_or_source_authority,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/047_direct_native_or_source_authority/ACTION.md,attach direct non-homolog native/source authority or explicitly replace this candidate
48,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_048,no_leak_provenance,open_operator_evidence_required,independent no-leak provenance dossier and negative controls,"direct_tcruzi_pde_evidence_absent_homolog_seed_only,direct_tcruzi_pde_evidence_absent,homolog_seed_only,strict_blind_not_eligible,competitive_proof_not_allowed,operator_no_leak_chronology_native_authority_required","strict_blind_promotion,metric_surface",operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/048_no_leak_provenance,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/048_no_leak_provenance/ACTION.md,attach independent no-leak evidence and operator clearance for this ligand candidate
49,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_049,prediction_chronology,open_operator_evidence_required,"prediction_created_at, native_release_date, before-native confirmation",strict_blind_replacement_or_authority_required,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/049_prediction_chronology,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/049_prediction_chronology/ACTION.md,prove prediction chronology is before native/source release or keep candidate retrospective-only
50,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_050,ligand_pose_reference,open_operator_evidence_required,ligand pose/native interaction reference suitable for ligand metrics,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/06_tcruzi_pde_external_pdeb1_017_chembl3765606/protein_ligand_complex.pdb,"LDDT-PLI,BiSyRMSD",operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/050_ligand_pose_reference,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/050_ligand_pose_reference/ACTION.md,"attach a metric-valid ligand pose reference, including receptor/ligand chain and residue mapping"
51,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_051,affinity_numeric_label,open_numeric_value_required,numeric affinity label with units and assay provenance,IC50,Kendall_tau_affinity,operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/051_affinity_numeric_label,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/051_affinity_numeric_label/ACTION.md,"attach numeric Ki/IC50/Kd value, units, assay reference, censoring flag, and transform rule"
52,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_052,lddt_pli_metric_inputs,open_metric_input_required,native and prediction receptor-ligand interaction maps for LDDT-PLI,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",LDDT-PLI,operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/052_lddt_pli_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/052_lddt_pli_metric_inputs/ACTION.md,prepare LDDT-PLI input JSON after direct authority and no-leak evidence clear
53,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_053,bisyrmsd_metric_inputs,open_metric_input_required,binding-site superposition and symmetry-corrected ligand pose RMSD inputs,"LDDT-PLI,BiSyRMSD,Kendall_tau_affinity",BiSyRMSD,operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/053_bisyrmsd_metric_inputs,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/053_bisyrmsd_metric_inputs/ACTION.md,prepare BiSyRMSD input JSON after ligand pose reference is approved
54,6,organic_ligand_slot_candidate_006,HIST_COMPLEX_06_TCRUZI_PDE_EXTERNAL_PDEB1_017_CHEMBL3765606,tcruzi_pde_external_pdeb1_017_chembl3765606,ChEMBL,organic_ligand_promotion_action_054,strict_blind_slot_mapping,open_slot_mapping_required,organic ligand strict-blind benchmark slot id and metric-surface row mapping,blocked_homolog_source_no_leak_and_chronology_required,"metric_surface_contract,competitive_floor",operator,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/054_strict_blind_slot_mapping,casp17/organic_ligand_slot_promotion_action_board/06_hist_complex_06_tcruzi_pde_external_pdeb1_017_chembl3765606/054_strict_blind_slot_mapping/ACTION.md,map only cleared candidates into organic ligand strict-blind slots; do not use homolog-only candidates
55,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_055,reference_file_preflight,reference_files_present_review_only,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/protein_ligand_complex.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/protein_ligand_complex_minimized.pdb;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/ligand.mol2;runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/ligand_template.xml,casp17/organic_ligand_slot_candidate_packet/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/CANDIDATE.md,candidate_core_files,operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/055_reference_file_preflight,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/055_reference_file_preflight/ACTION.md,"local reference/prediction/ligand files are present, but proof authority is still blocked"
56,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_056,direct_native_or_source_authority,open_operator_evidence_required,direct experimental native/source authority for the same receptor-ligand system,rcsb:3V94;chain:B;doi:10.2210/pdb3v94/pdb;bindingdb_monomer:50397079;source_scope:smiles_similarity_to_chembl_homolog_pdeb1_energy_hit_candidates;local_reference:runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/protein_ligand_complex.pdb,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/056_direct_native_or_source_authority,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/056_direct_native_or_source_authority/ACTION.md,attach direct non-homolog native/source authority or explicitly replace this candidate
57,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_057,no_leak_provenance,open_operator_evidence_required,independent no-leak provenance dossier and negative controls,"direct_tcruzi_pde_evidence_absent_homolog_seed_only,direct_tcruzi_pde_evidence_absent,homolog_seed_only,strict_blind_not_eligible,competitive_proof_not_allowed,operator_no_leak_chronology_native_authority_required","strict_blind_promotion,metric_surface",operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/057_no_leak_provenance,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/057_no_leak_provenance/ACTION.md,attach independent no-leak evidence and operator clearance for this ligand candidate
58,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_058,prediction_chronology,open_operator_evidence_required,"prediction_created_at, native_release_date, before-native confirmation",strict_blind_replacement_or_authority_required,"strict_blind_promotion,competitive_proof",operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/058_prediction_chronology,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/058_prediction_chronology/ACTION.md,prove prediction chronology is before native/source release or keep candidate retrospective-only
59,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_059,ligand_pose_reference,open_operator_evidence_required,ligand pose/native interaction reference suitable for ligand metrics,runs/wetlab_tcruzi_pde_atomized_parameterization_minimization_current/07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/protein_ligand_complex.pdb,"LDDT-PLI,BiSyRMSD",operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/059_ligand_pose_reference,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/059_ligand_pose_reference/ACTION.md,"attach a metric-valid ligand pose reference, including receptor/ligand chain and residue mapping"
60,7,organic_ligand_slot_candidate_007,HIST_COMPLEX_07_TCRUZI_PDE_BINDINGDB_PDEB1_007_BDB50397079,tcruzi_pde_bindingdb_pdeb1_007_bdb50397079,BindingDB,organic_ligand_promotion_action_060,affinity_numeric_label,open_affinity_source_required,numeric affinity label with units and assay provenance,bindingdb_monomer:50397079,Kendall_tau_affinity,operator,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/060_affinity_numeric_label,casp17/organic_ligand_slot_promotion_action_board/07_hist_complex_07_tcruzi_pde_bindingdb_pdeb1_007_bdb50397079/060_affinity_numeric_label/ACTION.md,find or attach numeric affinity evidence before affinity ranking is included
