action_id,queue_rank,required_benchmark_id,field_name,required_policy,action_status,gate_status,operator_value_present,evidence_ref_present,operator_clearance_present,operator_values_csv,destination_intake_csv,blockers,verify_command,next_action
strict_blind_operator_093,10,hist_REQUIRED_MONOMER_010,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_094,10,hist_REQUIRED_MONOMER_010,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_095,10,hist_REQUIRED_MONOMER_010,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_096,10,hist_REQUIRED_MONOMER_010,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_097,10,hist_REQUIRED_MONOMER_010,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_098,10,hist_REQUIRED_MONOMER_010,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_099,10,hist_REQUIRED_MONOMER_010,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_100,10,hist_REQUIRED_MONOMER_010,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/10_hist_required_monomer_010/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_101,11,hist_REQUIRED_MONOMER_011,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_102,11,hist_REQUIRED_MONOMER_011,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_103,11,hist_REQUIRED_MONOMER_011,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_104,11,hist_REQUIRED_MONOMER_011,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_105,11,hist_REQUIRED_MONOMER_011,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_106,11,hist_REQUIRED_MONOMER_011,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_107,11,hist_REQUIRED_MONOMER_011,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_108,11,hist_REQUIRED_MONOMER_011,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_109,11,hist_REQUIRED_MONOMER_011,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_110,11,hist_REQUIRED_MONOMER_011,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/11_hist_required_monomer_011/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_111,12,hist_REQUIRED_MONOMER_012,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_112,12,hist_REQUIRED_MONOMER_012,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_113,12,hist_REQUIRED_MONOMER_012,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_114,12,hist_REQUIRED_MONOMER_012,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_115,12,hist_REQUIRED_MONOMER_012,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_116,12,hist_REQUIRED_MONOMER_012,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_117,12,hist_REQUIRED_MONOMER_012,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_118,12,hist_REQUIRED_MONOMER_012,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_119,12,hist_REQUIRED_MONOMER_012,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_120,12,hist_REQUIRED_MONOMER_012,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/12_hist_required_monomer_012/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_121,13,hist_REQUIRED_MONOMER_013,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_122,13,hist_REQUIRED_MONOMER_013,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_123,13,hist_REQUIRED_MONOMER_013,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_124,13,hist_REQUIRED_MONOMER_013,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_125,13,hist_REQUIRED_MONOMER_013,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_126,13,hist_REQUIRED_MONOMER_013,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_127,13,hist_REQUIRED_MONOMER_013,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_128,13,hist_REQUIRED_MONOMER_013,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_129,13,hist_REQUIRED_MONOMER_013,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_130,13,hist_REQUIRED_MONOMER_013,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/13_hist_required_monomer_013/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_131,14,hist_REQUIRED_MONOMER_014,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_132,14,hist_REQUIRED_MONOMER_014,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_133,14,hist_REQUIRED_MONOMER_014,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_134,14,hist_REQUIRED_MONOMER_014,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
strict_blind_operator_135,14,hist_REQUIRED_MONOMER_014,native_release_date,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for native_release_date in replacement_operator_values.csv
strict_blind_operator_136,14,hist_REQUIRED_MONOMER_014,prediction_generated_before_native_release,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_generated_before_native_release in replacement_operator_values.csv
strict_blind_operator_137,14,hist_REQUIRED_MONOMER_014,public_template_or_native_used_for_prediction,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for public_template_or_native_used_for_prediction in replacement_operator_values.csv
strict_blind_operator_138,14,hist_REQUIRED_MONOMER_014,other_team_model_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for other_team_model_used in replacement_operator_values.csv
strict_blind_operator_139,14,hist_REQUIRED_MONOMER_014,post_release_information_used,operator_confirmed_false,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for post_release_information_used in replacement_operator_values.csv
strict_blind_operator_140,14,hist_REQUIRED_MONOMER_014,operator_clearance,operator_cleared,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/14_hist_required_monomer_014/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for operator_clearance in replacement_operator_values.csv
strict_blind_operator_141,15,hist_REQUIRED_MONOMER_015,replacement_target_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_target_id in replacement_operator_values.csv
strict_blind_operator_142,15,hist_REQUIRED_MONOMER_015,replacement_benchmark_id,operator_supplied_non_placeholder,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for replacement_benchmark_id in replacement_operator_values.csv
strict_blind_operator_143,15,hist_REQUIRED_MONOMER_015,target_identity_non_current_historical,operator_confirmed_true,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for target_identity_non_current_historical in replacement_operator_values.csv
strict_blind_operator_144,15,hist_REQUIRED_MONOMER_015,prediction_created_at,authoritative_iso_date,open_operator_value,awaiting_operator_value,false,false,false,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_operator_values.csv,casp17/historical_seed_strict_blind_replacement_intake/15_hist_required_monomer_015/replacement_candidate_intake.csv,"operator_value_required,evidence_ref_required,operator_clearance_required",python3 tools/build_casp17_historical_seed_strict_blind_replacement_operator_value_gate.py,fill operator_value for prediction_created_at in replacement_operator_values.csv
