fill_id,request_id,candidate_target_id,candidate_scope,request_kind,field_key,operator_template_csv,operator_value,operator_evidence_ref,value_status,evidence_status,fill_status,first_blocker,next_action
source_request_operator_fill_093,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_094,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_095,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_096,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_097,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_098,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_099,source_request_009,HIST_VILLIN_HP35,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_009/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_100,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for source_id
source_request_operator_fill_101,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb
source_request_operator_fill_102,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_pdb_dropzone
source_request_operator_fill_103,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at
source_request_operator_fill_104,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_release_date
source_request_operator_fill_105,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,awaiting_operator_value,operator_value_missing,fill operator_value for prediction_created_at/native_release_date
source_request_operator_fill_106,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for native_authority_ref
source_request_operator_fill_107,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for creation_evidence_ref
source_request_operator_fill_108,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for no_leak_evidence_ref
source_request_operator_fill_109,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for method_summary
source_request_operator_fill_110,source_request_010,HIST_WW_DOMAIN_FIP35,monomer,pre_native_prediction_source_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_010/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,awaiting_operator_value,operator_value_missing,fill operator_value for operator_clearance
source_request_operator_fill_111,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_112,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_113,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_114,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_115,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_116,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_117,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_118,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_119,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_120,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_121,source_request_011,HIST_COMPLEX_01_TCRUZI_PDE_EXTERNAL_PDEB1_010_CHEMBL4453005,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_011/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_122,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_123,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_124,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_125,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_126,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_127,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_128,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_129,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_130,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_131,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_132,source_request_012,HIST_COMPLEX_02_TCRUZI_PDE_EXTERNAL_PDEB1_043_CHEMBL2171451,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_012/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_133,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_134,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_135,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_136,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_137,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_138,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_139,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_140,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_141,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_142,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_143,source_request_013,HIST_COMPLEX_03_TCRUZI_PDE_EXTERNAL_PDEB1_025_CHEMBL4441871,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_013/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_144,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_145,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_146,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_147,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_148,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_149,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_150,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_151,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_152,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_153,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_154,source_request_014,HIST_COMPLEX_04_TCRUZI_PDE_EXTERNAL_PDEB1_032_CHEMBL4445930,complex,candidate_replacement_required,operator_clearance,casp17/strict_blind_source_gate_source_request_packet/source_request_014/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_155,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,source_id,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_156,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,prediction_pdb,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_157,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,prediction_pdb_dropzone,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_158,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,prediction_created_at,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_159,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_160,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,prediction_created_at/native_release_date,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_not_required,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_161,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,native_authority_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_162,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,creation_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_163,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,no_leak_evidence_ref,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
source_request_operator_fill_164,source_request_015,HIST_COMPLEX_05_TCRUZI_PDE_EXTERNAL_PDEB1_007_CHEMBL3764370,complex,candidate_replacement_required,method_summary,casp17/strict_blind_source_gate_source_request_packet/source_request_015/operator_source_values_template.csv,,,operator_value_missing,evidence_required_missing,blocked_candidate_replacement_required,candidate_replacement_required,replace this out-of-scope candidate with a strict-blind monomer candidate before filling source fields
