repair_rank,source_rank,benchmark_id,target_id,scope,repair_phase,repair_status,blocking_field_count,blockers,next_action
100,20,hist_REQUIRED_MONOMER_020,REQUIRED_MONOMER_020,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
101,21,hist_REQUIRED_MONOMER_021,REQUIRED_MONOMER_021,monomer,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
102,21,hist_REQUIRED_MONOMER_021,REQUIRED_MONOMER_021,monomer,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
103,21,hist_REQUIRED_MONOMER_021,REQUIRED_MONOMER_021,monomer,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
104,21,hist_REQUIRED_MONOMER_021,REQUIRED_MONOMER_021,monomer,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
105,21,hist_REQUIRED_MONOMER_021,REQUIRED_MONOMER_021,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
106,22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
107,22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
108,22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
109,22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
110,22,hist_REQUIRED_MONOMER_022,REQUIRED_MONOMER_022,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
111,23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
112,23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
113,23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
114,23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
115,23,hist_REQUIRED_MONOMER_023,REQUIRED_MONOMER_023,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
116,24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
117,24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
118,24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
119,24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
120,24,hist_REQUIRED_MONOMER_024,REQUIRED_MONOMER_024,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
121,25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
122,25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
123,25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
124,25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
125,25,hist_REQUIRED_MONOMER_025,REQUIRED_MONOMER_025,monomer,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
126,26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
127,26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
128,26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
129,26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
130,26,hist_REQUIRED_COMPLEX_001,REQUIRED_COMPLEX_001,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
131,27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
132,27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
133,27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
134,27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
135,27,hist_REQUIRED_COMPLEX_002,REQUIRED_COMPLEX_002,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
136,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
137,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
138,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
139,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
140,28,hist_REQUIRED_COMPLEX_003,REQUIRED_COMPLEX_003,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
141,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
142,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
143,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
144,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
145,29,hist_REQUIRED_COMPLEX_004,REQUIRED_COMPLEX_004,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
146,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
147,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
148,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
149,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
150,30,hist_REQUIRED_COMPLEX_005,REQUIRED_COMPLEX_005,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
151,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
152,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
153,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
154,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
155,31,hist_REQUIRED_COMPLEX_006,REQUIRED_COMPLEX_006,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
156,32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
157,32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
158,32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
159,32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
160,32,hist_REQUIRED_COMPLEX_007,REQUIRED_COMPLEX_007,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
161,33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
162,33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
163,33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
164,33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
165,33,hist_REQUIRED_COMPLEX_008,REQUIRED_COMPLEX_008,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
166,34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
167,34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
168,34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
169,34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
170,34,hist_REQUIRED_COMPLEX_009,REQUIRED_COMPLEX_009,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
171,35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
172,35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
173,35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
174,35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
175,35,hist_REQUIRED_COMPLEX_010,REQUIRED_COMPLEX_010,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
176,36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
177,36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
178,36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
179,36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
180,36,hist_REQUIRED_COMPLEX_011,REQUIRED_COMPLEX_011,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
181,37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
182,37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
183,37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
184,37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
185,37,hist_REQUIRED_COMPLEX_012,REQUIRED_COMPLEX_012,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
186,38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
187,38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
188,38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
189,38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
190,38,hist_REQUIRED_COMPLEX_013,REQUIRED_COMPLEX_013,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
191,39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
192,39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
193,39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,no_leak_provenance,awaiting_no_leak_provenance,9,"current_casp17_target_must_be_false,leakage_clearance_required,native_release_date_required_iso_date,operator_clearance_required,other_team_model_used_must_be_false,post_release_information_used_must_be_false,prediction_created_at_required_iso_date,prediction_generated_before_native_release_required,public_template_or_native_used_for_prediction_must_be_false","fill no-leak provenance, dates, method, and true/false leakage confirmations"
194,39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,ablation_files,awaiting_ablation_files,1,ablation_layer_prediction_pdb_missing,provide all required local ablation-layer prediction PDBs after the target identity is cleared
195,39,hist_REQUIRED_COMPLEX_014,REQUIRED_COMPLEX_014,complex,calibration_values,awaiting_calibration_values,6,"best_model_rank_required_1_to_5,best_native_metric_required_numeric,best_score_required_numeric,selected_model_rank_required_1_to_5,selected_native_metric_required_numeric,selected_score_required_numeric","enter selected/best ranks, native metrics, and internal scores from cleared historical evidence"
196,40,hist_REQUIRED_COMPLEX_015,REQUIRED_COMPLEX_015,complex,target_identity,awaiting_target_identity,1,placeholder_target_id,replace REQUIRED target/benchmark placeholders with a cleared non-current historical target identity
197,40,hist_REQUIRED_COMPLEX_015,REQUIRED_COMPLEX_015,complex,core_files,awaiting_core_files,2,"native_pdb_not_found,prediction_pdb_not_found",provide local historical prediction_pdb and native_pdb source files for this target
